Id,Origem de Tráfego,Dispositivo,Página,Valor Simulado
1,Paid Search,desktop,1 - Homepage,
2,Paid Search,desktop,1 - Homepage,
3,Paid Search,desktop,4 - Cadastro,2000
3,Paid Search,desktop,1 - Homepage,2000
3,Paid Search,desktop,3 - Plano de Investimentos,2000
3,Paid Search,desktop,2 - Questionário,2000
4,Paid Search,desktop,1 - Homepage,
5,Paid Search,desktop,1 - Homepage,
6,Paid Search,desktop,1 - Homepage,
7,Paid Search,desktop,1 - Homepage,
8,Paid Search,desktop,1 - Homepage,
9,Paid Search,desktop,1 - Homepage,
10,Paid Search,desktop,1 - Homepage,
11,Paid Search,desktop,1 - Homepage,
12,Paid Search,desktop,1 - Homepage,
13,Paid Search,desktop,1 - Homepage,
14,Paid Search,desktop,1 - Homepage,
15,Paid Search,desktop,1 - Homepage,
16,Paid Search,desktop,1 - Homepage,
17,Paid Search,desktop,1 - Homepage,
18,Paid Search,desktop,1 - Homepage,
19,Paid Search,desktop,1 - Homepage,
20,Paid Search,desktop,1 - Homepage,
21,Paid Search,desktop,1 - Homepage,
22,Paid Search,desktop,1 - Homepage,
23,Paid Search,desktop,1 - Homepage,
24,Paid Search,desktop,1 - Homepage,
25,Paid Search,desktop,1 - Homepage,
26,Paid Search,desktop,1 - Homepage,
27,Paid Search,desktop,1 - Homepage,
28,Paid Search,desktop,1 - Homepage,
29,Paid Search,desktop,1 - Homepage,
30,Paid Search,desktop,1 - Homepage,
31,Paid Search,desktop,1 - Homepage,
32,Paid Search,desktop,1 - Homepage,
33,Paid Search,desktop,1 - Homepage,
34,Paid Search,desktop,1 - Homepage,
35,Paid Search,desktop,4 - Cadastro,3000
35,Paid Search,desktop,1 - Homepage,3000
35,Paid Search,desktop,3 - Plano de Investimentos,3000
35,Paid Search,desktop,2 - Questionário,3000
36,Paid Search,desktop,1 - Homepage,
37,Paid Search,desktop,1 - Homepage,
39,Paid Search,desktop,4 - Cadastro,3000
39,Paid Search,desktop,1 - Homepage,3000
39,Paid Search,desktop,3 - Plano de Investimentos,3000
39,Paid Search,desktop,2 - Questionário,3000
41,Paid Search,desktop,1 - Homepage,
42,Paid Search,desktop,1 - Homepage,
44,Paid Search,desktop,1 - Homepage,
45,Paid Search,desktop,4 - Cadastro,1000
45,Paid Search,desktop,1 - Homepage,1000
45,Paid Search,desktop,3 - Plano de Investimentos,1000
45,Paid Search,desktop,2 - Questionário,1000
46,Paid Search,desktop,1 - Homepage,
47,Paid Search,desktop,1 - Homepage,
49,Paid Search,desktop,1 - Homepage,
50,Paid Search,desktop,1 - Homepage,
51,Paid Search,desktop,1 - Homepage,
52,Paid Search,desktop,1 - Homepage,
53,Paid Search,desktop,1 - Homepage,
54,Paid Search,desktop,4 - Cadastro,1000
54,Paid Search,desktop,1 - Homepage,1000
54,Paid Search,desktop,3 - Plano de Investimentos,1000
54,Paid Search,desktop,2 - Questionário,1000
57,Paid Search,desktop,1 - Homepage,
58,Paid Search,desktop,1 - Homepage,
59,Paid Search,desktop,4 - Cadastro,50000
59,Paid Search,desktop,1 - Homepage,50000
59,Paid Search,desktop,3 - Plano de Investimentos,50000
59,Paid Search,desktop,2 - Questionário,50000
60,Paid Search,desktop,1 - Homepage,
61,Paid Search,desktop,1 - Homepage,
62,Paid Search,desktop,1 - Homepage,
65,Paid Search,desktop,4 - Cadastro,1000
65,Paid Search,desktop,1 - Homepage,1000
65,Paid Search,desktop,3 - Plano de Investimentos,1000
65,Paid Search,desktop,2 - Questionário,1000
96,Paid Search,desktop,4 - Cadastro,50000
96,Paid Search,desktop,1 - Homepage,50000
96,Paid Search,desktop,3 - Plano de Investimentos,50000
96,Paid Search,desktop,2 - Questionário,50000
103,Paid Search,desktop,4 - Cadastro,1000
103,Paid Search,desktop,1 - Homepage,1000
103,Paid Search,desktop,3 - Plano de Investimentos,1000
103,Paid Search,desktop,2 - Questionário,1000
132,Paid Search,desktop,4 - Cadastro,1000
132,Paid Search,desktop,1 - Homepage,1000
132,Paid Search,desktop,3 - Plano de Investimentos,1000
132,Paid Search,desktop,2 - Questionário,1000
149,Paid Search,desktop,4 - Cadastro,3000
149,Paid Search,desktop,1 - Homepage,3000
149,Paid Search,desktop,3 - Plano de Investimentos,3000
149,Paid Search,desktop,2 - Questionário,3000
156,Paid Search,desktop,4 - Cadastro,1000
156,Paid Search,desktop,1 - Homepage,1000
156,Paid Search,desktop,3 - Plano de Investimentos,1000
156,Paid Search,desktop,2 - Questionário,1000
160,Paid Search,desktop,4 - Cadastro,1000
160,Paid Search,desktop,1 - Homepage,1000
160,Paid Search,desktop,3 - Plano de Investimentos,1000
160,Paid Search,desktop,2 - Questionário,1000
171,Paid Search,desktop,4 - Cadastro,5000
171,Paid Search,desktop,1 - Homepage,5000
171,Paid Search,desktop,3 - Plano de Investimentos,5000
171,Paid Search,desktop,2 - Questionário,5000
181,Paid Search,desktop,4 - Cadastro,5000
181,Paid Search,desktop,1 - Homepage,5000
181,Paid Search,desktop,3 - Plano de Investimentos,5000
181,Paid Search,desktop,2 - Questionário,5000
216,Paid Search,desktop,4 - Cadastro,3000
216,Paid Search,desktop,1 - Homepage,3000
216,Paid Search,desktop,3 - Plano de Investimentos,3000
216,Paid Search,desktop,2 - Questionário,3000
251,Paid Search,desktop,4 - Cadastro,3000
251,Paid Search,desktop,1 - Homepage,3000
251,Paid Search,desktop,3 - Plano de Investimentos,3000
251,Paid Search,desktop,2 - Questionário,3000
253,Paid Search,desktop,4 - Cadastro,20000
253,Paid Search,desktop,1 - Homepage,20000
253,Paid Search,desktop,3 - Plano de Investimentos,20000
253,Paid Search,desktop,2 - Questionário,20000
259,Paid Search,desktop,4 - Cadastro,1000
259,Paid Search,desktop,1 - Homepage,1000
259,Paid Search,desktop,3 - Plano de Investimentos,1000
259,Paid Search,desktop,2 - Questionário,1000
269,Paid Search,desktop,4 - Cadastro,1000
269,Paid Search,desktop,1 - Homepage,1000
269,Paid Search,desktop,3 - Plano de Investimentos,1000
269,Paid Search,desktop,2 - Questionário,1000
272,Paid Search,desktop,4 - Cadastro,4000
272,Paid Search,desktop,1 - Homepage,4000
272,Paid Search,desktop,3 - Plano de Investimentos,4000
272,Paid Search,desktop,2 - Questionário,4000
281,Paid Search,desktop,4 - Cadastro,4000
281,Paid Search,desktop,1 - Homepage,4000
281,Paid Search,desktop,3 - Plano de Investimentos,4000
281,Paid Search,desktop,2 - Questionário,4000
282,Paid Search,desktop,4 - Cadastro,4000
282,Paid Search,desktop,1 - Homepage,4000
282,Paid Search,desktop,3 - Plano de Investimentos,4000
282,Paid Search,desktop,2 - Questionário,4000
305,Paid Search,desktop,4 - Cadastro,4000
305,Paid Search,desktop,1 - Homepage,4000
305,Paid Search,desktop,3 - Plano de Investimentos,4000
305,Paid Search,desktop,2 - Questionário,4000
324,Paid Search,desktop,4 - Cadastro,5000
324,Paid Search,desktop,1 - Homepage,5000
324,Paid Search,desktop,3 - Plano de Investimentos,5000
324,Paid Search,desktop,2 - Questionário,5000
357,Paid Search,desktop,4 - Cadastro,5000
357,Paid Search,desktop,1 - Homepage,5000
357,Paid Search,desktop,3 - Plano de Investimentos,5000
357,Paid Search,desktop,2 - Questionário,5000
375,Paid Search,desktop,4 - Cadastro,2000
375,Paid Search,desktop,1 - Homepage,2000
375,Paid Search,desktop,3 - Plano de Investimentos,2000
375,Paid Search,desktop,2 - Questionário,2000
382,Paid Search,desktop,4 - Cadastro,5000
382,Paid Search,desktop,1 - Homepage,5000
382,Paid Search,desktop,3 - Plano de Investimentos,5000
382,Paid Search,desktop,2 - Questionário,5000
402,Paid Search,desktop,4 - Cadastro,6000
402,Paid Search,desktop,1 - Homepage,6000
402,Paid Search,desktop,3 - Plano de Investimentos,6000
402,Paid Search,desktop,2 - Questionário,6000
409,Paid Search,desktop,4 - Cadastro,6000
409,Paid Search,desktop,1 - Homepage,6000
409,Paid Search,desktop,3 - Plano de Investimentos,6000
409,Paid Search,desktop,2 - Questionário,6000
410,Paid Search,desktop,4 - Cadastro,6000
410,Paid Search,desktop,1 - Homepage,6000
410,Paid Search,desktop,3 - Plano de Investimentos,6000
410,Paid Search,desktop,2 - Questionário,6000
421,Paid Search,desktop,4 - Cadastro,8000
421,Paid Search,desktop,1 - Homepage,8000
421,Paid Search,desktop,3 - Plano de Investimentos,8000
421,Paid Search,desktop,2 - Questionário,8000
427,Paid Search,desktop,4 - Cadastro,8000
427,Paid Search,desktop,1 - Homepage,8000
427,Paid Search,desktop,3 - Plano de Investimentos,8000
427,Paid Search,desktop,2 - Questionário,8000
445,Paid Search,desktop,4 - Cadastro,2000
445,Paid Search,desktop,1 - Homepage,2000
445,Paid Search,desktop,3 - Plano de Investimentos,2000
445,Paid Search,desktop,2 - Questionário,2000
458,Paid Search,desktop,4 - Cadastro,9000
458,Paid Search,desktop,1 - Homepage,9000
458,Paid Search,desktop,3 - Plano de Investimentos,9000
458,Paid Search,desktop,2 - Questionário,9000
467,Paid Search,desktop,4 - Cadastro,9000
467,Paid Search,desktop,1 - Homepage,9000
467,Paid Search,desktop,3 - Plano de Investimentos,9000
467,Paid Search,desktop,2 - Questionário,9000
479,Paid Search,desktop,4 - Cadastro,9000
479,Paid Search,desktop,1 - Homepage,9000
479,Paid Search,desktop,3 - Plano de Investimentos,9000
479,Paid Search,desktop,2 - Questionário,9000
482,Paid Search,desktop,4 - Cadastro,9000
482,Paid Search,desktop,1 - Homepage,9000
482,Paid Search,desktop,3 - Plano de Investimentos,9000
482,Paid Search,desktop,2 - Questionário,9000
491,Paid Search,desktop,4 - Cadastro,3000
491,Paid Search,desktop,1 - Homepage,3000
491,Paid Search,desktop,3 - Plano de Investimentos,3000
491,Paid Search,desktop,2 - Questionário,3000
501,Paid Search,desktop,4 - Cadastro,3000
501,Paid Search,desktop,1 - Homepage,3000
501,Paid Search,desktop,3 - Plano de Investimentos,3000
501,Paid Search,desktop,2 - Questionário,3000
511,Paid Search,desktop,4 - Cadastro,10000
511,Paid Search,desktop,1 - Homepage,10000
511,Paid Search,desktop,3 - Plano de Investimentos,10000
511,Paid Search,desktop,2 - Questionário,10000
513,Paid Search,desktop,4 - Cadastro,10000
513,Paid Search,desktop,1 - Homepage,10000
513,Paid Search,desktop,3 - Plano de Investimentos,10000
513,Paid Search,desktop,2 - Questionário,10000
515,Paid Search,desktop,4 - Cadastro,10000
515,Paid Search,desktop,1 - Homepage,10000
515,Paid Search,desktop,3 - Plano de Investimentos,10000
515,Paid Search,desktop,2 - Questionário,10000
592,Paid Search,desktop,4 - Cadastro,13000
592,Paid Search,desktop,1 - Homepage,13000
592,Paid Search,desktop,3 - Plano de Investimentos,13000
592,Paid Search,desktop,2 - Questionário,13000
633,Paid Search,desktop,4 - Cadastro,16000
633,Paid Search,desktop,1 - Homepage,16000
633,Paid Search,desktop,3 - Plano de Investimentos,16000
633,Paid Search,desktop,2 - Questionário,16000
634,Paid Search,desktop,4 - Cadastro,3000
634,Paid Search,desktop,1 - Homepage,3000
634,Paid Search,desktop,3 - Plano de Investimentos,3000
634,Paid Search,desktop,2 - Questionário,3000
638,Paid Search,desktop,4 - Cadastro,16000
638,Paid Search,desktop,1 - Homepage,16000
638,Paid Search,desktop,3 - Plano de Investimentos,16000
638,Paid Search,desktop,2 - Questionário,16000
645,Paid Search,desktop,4 - Cadastro,3000
645,Paid Search,desktop,1 - Homepage,3000
645,Paid Search,desktop,3 - Plano de Investimentos,3000
645,Paid Search,desktop,2 - Questionário,3000
653,Paid Search,desktop,4 - Cadastro,3000
653,Paid Search,desktop,1 - Homepage,3000
653,Paid Search,desktop,3 - Plano de Investimentos,3000
653,Paid Search,desktop,2 - Questionário,3000
655,Paid Search,desktop,4 - Cadastro,3000
655,Paid Search,desktop,1 - Homepage,3000
655,Paid Search,desktop,3 - Plano de Investimentos,3000
655,Paid Search,desktop,2 - Questionário,3000
657,Paid Search,desktop,4 - Cadastro,17000
657,Paid Search,desktop,1 - Homepage,17000
657,Paid Search,desktop,3 - Plano de Investimentos,17000
657,Paid Search,desktop,2 - Questionário,17000
676,Paid Search,desktop,4 - Cadastro,3000
676,Paid Search,desktop,1 - Homepage,3000
676,Paid Search,desktop,3 - Plano de Investimentos,3000
676,Paid Search,desktop,2 - Questionário,3000
694,Paid Search,desktop,4 - Cadastro,20000
694,Paid Search,desktop,1 - Homepage,20000
694,Paid Search,desktop,3 - Plano de Investimentos,20000
694,Paid Search,desktop,2 - Questionário,20000
718,Paid Search,desktop,4 - Cadastro,20000
718,Paid Search,desktop,1 - Homepage,20000
718,Paid Search,desktop,3 - Plano de Investimentos,20000
718,Paid Search,desktop,2 - Questionário,20000
773,Paid Search,desktop,4 - Cadastro,25000
773,Paid Search,desktop,1 - Homepage,25000
773,Paid Search,desktop,3 - Plano de Investimentos,25000
773,Paid Search,desktop,2 - Questionário,25000
778,Paid Search,desktop,4 - Cadastro,50000
778,Paid Search,desktop,1 - Homepage,50000
778,Paid Search,desktop,3 - Plano de Investimentos,50000
778,Paid Search,desktop,2 - Questionário,50000
810,Paid Search,desktop,4 - Cadastro,4000
810,Paid Search,desktop,1 - Homepage,4000
810,Paid Search,desktop,3 - Plano de Investimentos,4000
810,Paid Search,desktop,2 - Questionário,4000
821,Paid Search,desktop,4 - Cadastro,1000
821,Paid Search,desktop,1 - Homepage,1000
821,Paid Search,desktop,3 - Plano de Investimentos,1000
821,Paid Search,desktop,2 - Questionário,1000
822,Paid Search,desktop,4 - Cadastro,1000
822,Paid Search,desktop,1 - Homepage,1000
822,Paid Search,desktop,3 - Plano de Investimentos,1000
822,Paid Search,desktop,2 - Questionário,1000
830,Paid Search,desktop,4 - Cadastro,1000
830,Paid Search,desktop,1 - Homepage,1000
830,Paid Search,desktop,3 - Plano de Investimentos,1000
830,Paid Search,desktop,2 - Questionário,1000
876,Paid Search,desktop,4 - Cadastro,16000
876,Paid Search,desktop,1 - Homepage,16000
876,Paid Search,desktop,3 - Plano de Investimentos,16000
876,Paid Search,desktop,2 - Questionário,16000
897,Paid Search,desktop,4 - Cadastro,4000
897,Paid Search,desktop,1 - Homepage,4000
897,Paid Search,desktop,3 - Plano de Investimentos,4000
897,Paid Search,desktop,2 - Questionário,4000
927,Paid Search,desktop,4 - Cadastro,4000
927,Paid Search,desktop,1 - Homepage,4000
927,Paid Search,desktop,3 - Plano de Investimentos,4000
927,Paid Search,desktop,2 - Questionário,4000
988,Paid Search,desktop,4 - Cadastro,4000
988,Paid Search,desktop,1 - Homepage,4000
988,Paid Search,desktop,3 - Plano de Investimentos,4000
988,Paid Search,desktop,2 - Questionário,4000
1012,Paid Search,desktop,1 - Homepage,4000
1012,Paid Search,desktop,3 - Plano de Investimentos,4000
1012,Paid Search,desktop,2 - Questionário,4000
1014,Paid Search,desktop,4 - Cadastro,4000
1014,Paid Search,desktop,1 - Homepage,4000
1014,Paid Search,desktop,3 - Plano de Investimentos,4000
1014,Paid Search,desktop,2 - Questionário,4000
1024,Paid Search,desktop,1 - Homepage,4000
1024,Paid Search,desktop,3 - Plano de Investimentos,4000
1024,Paid Search,desktop,2 - Questionário,4000
1027,Paid Search,desktop,1 - Homepage,4000
1027,Paid Search,desktop,3 - Plano de Investimentos,4000
1027,Paid Search,desktop,2 - Questionário,4000
1028,Paid Search,desktop,1 - Homepage,4000
1028,Paid Search,desktop,3 - Plano de Investimentos,4000
1028,Paid Search,desktop,2 - Questionário,4000
1036,Paid Search,desktop,1 - Homepage,4000
1036,Paid Search,desktop,3 - Plano de Investimentos,4000
1036,Paid Search,desktop,2 - Questionário,4000
1040,Paid Search,desktop,1 - Homepage,4000
1040,Paid Search,desktop,3 - Plano de Investimentos,4000
1040,Paid Search,desktop,2 - Questionário,4000
1041,Paid Search,desktop,1 - Homepage,4000
1041,Paid Search,desktop,3 - Plano de Investimentos,4000
1041,Paid Search,desktop,2 - Questionário,4000
1046,Paid Search,desktop,1 - Homepage,4000
1046,Paid Search,desktop,3 - Plano de Investimentos,4000
1046,Paid Search,desktop,2 - Questionário,4000
1057,Paid Search,desktop,1 - Homepage,1000
1057,Paid Search,desktop,3 - Plano de Investimentos,1000
1057,Paid Search,desktop,2 - Questionário,1000
1064,Paid Search,desktop,1 - Homepage,4000
1064,Paid Search,desktop,3 - Plano de Investimentos,4000
1064,Paid Search,desktop,2 - Questionário,4000
1075,Paid Search,desktop,1 - Homepage,4000
1075,Paid Search,desktop,3 - Plano de Investimentos,4000
1075,Paid Search,desktop,2 - Questionário,4000
1082,Paid Search,desktop,1 - Homepage,4000
1082,Paid Search,desktop,3 - Plano de Investimentos,4000
1082,Paid Search,desktop,2 - Questionário,4000
1084,Paid Search,desktop,1 - Homepage,4000
1084,Paid Search,desktop,3 - Plano de Investimentos,4000
1084,Paid Search,desktop,2 - Questionário,4000
1092,Paid Search,desktop,1 - Homepage,4000
1092,Paid Search,desktop,3 - Plano de Investimentos,4000
1092,Paid Search,desktop,2 - Questionário,4000
1095,Paid Search,desktop,4 - Cadastro,4000
1095,Paid Search,desktop,1 - Homepage,4000
1095,Paid Search,desktop,3 - Plano de Investimentos,4000
1095,Paid Search,desktop,2 - Questionário,4000
1100,Paid Search,desktop,1 - Homepage,4000
1100,Paid Search,desktop,2 - Questionário,4000
1104,Paid Search,desktop,1 - Homepage,4000
1104,Paid Search,desktop,2 - Questionário,4000
1106,Paid Search,desktop,1 - Homepage,4000
1106,Paid Search,desktop,3 - Plano de Investimentos,4000
1106,Paid Search,desktop,2 - Questionário,4000
1109,Paid Search,desktop,1 - Homepage,4000
1109,Paid Search,desktop,3 - Plano de Investimentos,4000
1109,Paid Search,desktop,2 - Questionário,4000
1114,Paid Search,desktop,1 - Homepage,4000
1114,Paid Search,desktop,3 - Plano de Investimentos,4000
1114,Paid Search,desktop,2 - Questionário,4000
1116,Paid Search,desktop,1 - Homepage,4000
1116,Paid Search,desktop,3 - Plano de Investimentos,4000
1116,Paid Search,desktop,2 - Questionário,4000
1130,Paid Search,desktop,4 - Cadastro,1000
1130,Paid Search,desktop,1 - Homepage,1000
1130,Paid Search,desktop,3 - Plano de Investimentos,1000
1130,Paid Search,desktop,2 - Questionário,1000
1131,Paid Search,desktop,1 - Homepage,4000
1131,Paid Search,desktop,2 - Questionário,4000
1133,Paid Search,desktop,1 - Homepage,1000
1133,Paid Search,desktop,2 - Questionário,1000
1135,Paid Search,desktop,1 - Homepage,4000
1135,Paid Search,desktop,3 - Plano de Investimentos,4000
1135,Paid Search,desktop,2 - Questionário,4000
1139,Paid Search,desktop,1 - Homepage,4000
1139,Paid Search,desktop,3 - Plano de Investimentos,4000
1139,Paid Search,desktop,2 - Questionário,4000
1143,Paid Search,desktop,1 - Homepage,4000
1143,Paid Search,desktop,3 - Plano de Investimentos,4000
1143,Paid Search,desktop,2 - Questionário,4000
1152,Paid Search,desktop,1 - Homepage,4000
1152,Paid Search,desktop,3 - Plano de Investimentos,4000
1152,Paid Search,desktop,2 - Questionário,4000
1154,Paid Search,desktop,1 - Homepage,4000
1154,Paid Search,desktop,3 - Plano de Investimentos,4000
1154,Paid Search,desktop,2 - Questionário,4000
1157,Paid Search,desktop,1 - Homepage,4000
1157,Paid Search,desktop,3 - Plano de Investimentos,4000
1157,Paid Search,desktop,2 - Questionário,4000
1158,Paid Search,desktop,4 - Cadastro,4000
1158,Paid Search,desktop,1 - Homepage,4000
1158,Paid Search,desktop,3 - Plano de Investimentos,4000
1158,Paid Search,desktop,2 - Questionário,4000
1160,Paid Search,desktop,1 - Homepage,4000
1160,Paid Search,desktop,3 - Plano de Investimentos,4000
1160,Paid Search,desktop,2 - Questionário,4000
1167,Paid Search,desktop,1 - Homepage,4000
1167,Paid Search,desktop,3 - Plano de Investimentos,4000
1167,Paid Search,desktop,2 - Questionário,4000
1181,Paid Search,desktop,1 - Homepage,4000
1181,Paid Search,desktop,3 - Plano de Investimentos,4000
1181,Paid Search,desktop,2 - Questionário,4000
1186,Paid Search,desktop,1 - Homepage,4000
1186,Paid Search,desktop,3 - Plano de Investimentos,4000
1186,Paid Search,desktop,2 - Questionário,4000
1188,Paid Search,desktop,1 - Homepage,4000
1188,Paid Search,desktop,3 - Plano de Investimentos,4000
1188,Paid Search,desktop,2 - Questionário,4000
1191,Paid Search,desktop,1 - Homepage,4000
1191,Paid Search,desktop,3 - Plano de Investimentos,4000
1191,Paid Search,desktop,2 - Questionário,4000
1199,Paid Search,desktop,1 - Homepage,4000
1199,Paid Search,desktop,3 - Plano de Investimentos,4000
1199,Paid Search,desktop,2 - Questionário,4000
1207,Paid Search,desktop,1 - Homepage,4000
1207,Paid Search,desktop,3 - Plano de Investimentos,4000
1207,Paid Search,desktop,2 - Questionário,4000
1217,Paid Search,desktop,1 - Homepage,4000
1217,Paid Search,desktop,3 - Plano de Investimentos,4000
1217,Paid Search,desktop,2 - Questionário,4000
1219,Paid Search,desktop,1 - Homepage,4000
1219,Paid Search,desktop,2 - Questionário,4000
1221,Paid Search,desktop,1 - Homepage,4000
1221,Paid Search,desktop,3 - Plano de Investimentos,4000
1221,Paid Search,desktop,2 - Questionário,4000
1223,Paid Search,desktop,1 - Homepage,4000
1223,Paid Search,desktop,3 - Plano de Investimentos,4000
1223,Paid Search,desktop,2 - Questionário,4000
1226,Paid Search,desktop,4 - Cadastro,4000
1226,Paid Search,desktop,1 - Homepage,4000
1226,Paid Search,desktop,3 - Plano de Investimentos,4000
1226,Paid Search,desktop,2 - Questionário,4000
1229,Paid Search,desktop,1 - Homepage,4000
1229,Paid Search,desktop,2 - Questionário,4000
1232,Paid Search,desktop,1 - Homepage,4000
1232,Paid Search,desktop,3 - Plano de Investimentos,4000
1232,Paid Search,desktop,2 - Questionário,4000
1234,Paid Search,desktop,1 - Homepage,4000
1234,Paid Search,desktop,3 - Plano de Investimentos,4000
1234,Paid Search,desktop,2 - Questionário,4000
1238,Paid Search,desktop,1 - Homepage,100000
1238,Paid Search,desktop,3 - Plano de Investimentos,100000
1238,Paid Search,desktop,2 - Questionário,100000
1245,Paid Search,desktop,1 - Homepage,4000
1245,Paid Search,desktop,2 - Questionário,4000
1255,Paid Search,desktop,1 - Homepage,4000
1255,Paid Search,desktop,2 - Questionário,4000
1256,Paid Search,desktop,1 - Homepage,4000
1256,Paid Search,desktop,3 - Plano de Investimentos,4000
1256,Paid Search,desktop,2 - Questionário,4000
1268,Paid Search,desktop,1 - Homepage,4000
1268,Paid Search,desktop,2 - Questionário,4000
1269,Paid Search,desktop,1 - Homepage,4000
1269,Paid Search,desktop,2 - Questionário,4000
1271,Paid Search,desktop,1 - Homepage,4000
1271,Paid Search,desktop,2 - Questionário,4000
1279,Paid Search,desktop,1 - Homepage,4000
1279,Paid Search,desktop,3 - Plano de Investimentos,4000
1279,Paid Search,desktop,2 - Questionário,4000
1301,Paid Search,desktop,1 - Homepage,4000
1301,Paid Search,desktop,2 - Questionário,4000
1306,Paid Search,desktop,1 - Homepage,4000
1306,Paid Search,desktop,3 - Plano de Investimentos,4000
1306,Paid Search,desktop,2 - Questionário,4000
1312,Paid Search,desktop,1 - Homepage,4000
1312,Paid Search,desktop,3 - Plano de Investimentos,4000
1312,Paid Search,desktop,2 - Questionário,4000
1339,Paid Search,desktop,1 - Homepage,4000
1339,Paid Search,desktop,3 - Plano de Investimentos,4000
1339,Paid Search,desktop,2 - Questionário,4000
1341,Paid Search,desktop,4 - Cadastro,16000
1341,Paid Search,desktop,1 - Homepage,16000
1341,Paid Search,desktop,3 - Plano de Investimentos,16000
1341,Paid Search,desktop,2 - Questionário,16000
1346,Paid Search,desktop,1 - Homepage,4000
1346,Paid Search,desktop,3 - Plano de Investimentos,4000
1346,Paid Search,desktop,2 - Questionário,4000
1348,Paid Search,desktop,1 - Homepage,4000
1348,Paid Search,desktop,2 - Questionário,4000
1354,Paid Search,desktop,1 - Homepage,4000
1354,Paid Search,desktop,3 - Plano de Investimentos,4000
1354,Paid Search,desktop,2 - Questionário,4000
1357,Paid Search,desktop,1 - Homepage,4000
1357,Paid Search,desktop,2 - Questionário,4000
1358,Paid Search,desktop,4 - Cadastro,4000
1358,Paid Search,desktop,1 - Homepage,4000
1358,Paid Search,desktop,3 - Plano de Investimentos,4000
1358,Paid Search,desktop,2 - Questionário,4000
1363,Paid Search,desktop,1 - Homepage,4000
1363,Paid Search,desktop,2 - Questionário,4000
1374,Paid Search,desktop,1 - Homepage,4000
1374,Paid Search,desktop,3 - Plano de Investimentos,4000
1374,Paid Search,desktop,2 - Questionário,4000
1375,Paid Search,desktop,1 - Homepage,4000
1375,Paid Search,desktop,2 - Questionário,4000
1381,Paid Search,desktop,1 - Homepage,4000
1381,Paid Search,desktop,3 - Plano de Investimentos,4000
1381,Paid Search,desktop,2 - Questionário,4000
1383,Paid Search,desktop,1 - Homepage,4000
1383,Paid Search,desktop,3 - Plano de Investimentos,4000
1383,Paid Search,desktop,2 - Questionário,4000
1385,Paid Search,desktop,1 - Homepage,4000
1385,Paid Search,desktop,3 - Plano de Investimentos,4000
1385,Paid Search,desktop,2 - Questionário,4000
1387,Paid Search,desktop,4 - Cadastro,4000
1387,Paid Search,desktop,1 - Homepage,4000
1387,Paid Search,desktop,3 - Plano de Investimentos,4000
1387,Paid Search,desktop,2 - Questionário,4000
1389,Paid Search,desktop,1 - Homepage,4000
1389,Paid Search,desktop,2 - Questionário,4000
1393,Paid Search,desktop,1 - Homepage,4000
1393,Paid Search,desktop,2 - Questionário,4000
1397,Paid Search,desktop,1 - Homepage,4000
1397,Paid Search,desktop,3 - Plano de Investimentos,4000
1397,Paid Search,desktop,2 - Questionário,4000
1399,Paid Search,desktop,1 - Homepage,4000
1399,Paid Search,desktop,2 - Questionário,4000
1401,Paid Search,desktop,1 - Homepage,4000
1401,Paid Search,desktop,2 - Questionário,4000
1411,Paid Search,desktop,1 - Homepage,4000
1411,Paid Search,desktop,3 - Plano de Investimentos,4000
1411,Paid Search,desktop,2 - Questionário,4000
1413,Paid Search,desktop,1 - Homepage,4000
1413,Paid Search,desktop,2 - Questionário,4000
1414,Paid Search,desktop,4 - Cadastro,4000
1414,Paid Search,desktop,1 - Homepage,4000
1414,Paid Search,desktop,3 - Plano de Investimentos,4000
1414,Paid Search,desktop,2 - Questionário,4000
1419,Paid Search,desktop,4 - Cadastro,2000
1419,Paid Search,desktop,1 - Homepage,2000
1419,Paid Search,desktop,3 - Plano de Investimentos,2000
1419,Paid Search,desktop,2 - Questionário,2000
1425,Paid Search,desktop,1 - Homepage,4000
1425,Paid Search,desktop,2 - Questionário,4000
1428,Paid Search,desktop,1 - Homepage,4000
1428,Paid Search,desktop,3 - Plano de Investimentos,4000
1428,Paid Search,desktop,2 - Questionário,4000
1432,Paid Search,desktop,1 - Homepage,5000
1432,Paid Search,desktop,3 - Plano de Investimentos,5000
1432,Paid Search,desktop,2 - Questionário,5000
1440,Paid Search,desktop,1 - Homepage,2000
1440,Paid Search,desktop,3 - Plano de Investimentos,2000
1440,Paid Search,desktop,2 - Questionário,2000
1444,Paid Search,desktop,1 - Homepage,5000
1444,Paid Search,desktop,3 - Plano de Investimentos,5000
1444,Paid Search,desktop,2 - Questionário,5000
1449,Paid Search,desktop,1 - Homepage,5000
1449,Paid Search,desktop,2 - Questionário,5000
1450,Paid Search,desktop,1 - Homepage,100000
1450,Paid Search,desktop,3 - Plano de Investimentos,100000
1450,Paid Search,desktop,2 - Questionário,100000
1452,Paid Search,desktop,1 - Homepage,5000
1452,Paid Search,desktop,3 - Plano de Investimentos,5000
1452,Paid Search,desktop,2 - Questionário,5000
1454,Paid Search,desktop,1 - Homepage,5000
1454,Paid Search,desktop,2 - Questionário,5000
1459,Paid Search,desktop,4 - Cadastro,5000
1459,Paid Search,desktop,1 - Homepage,5000
1459,Paid Search,desktop,3 - Plano de Investimentos,5000
